images/words_0029_line0002_word005.png	ro	cgm628
images/words_0029_line0002_word011.png	erleidn	cgm628
images/words_0029_line0002_word013.png	h	cgm628
images/words_0029_line0002_word015.png	a	cgm628
images/words_0029_line0002_word019.png	fmolizn	cgm628
images/words_0029_line0002_word022.png	n	cgm628
images/words_0029_line0002_word024.png	fo	cgm628
images/words_0029_line0002_word025.png	m	cgm628
images/words_0029_line0002_word026.png	e	cgm628
images/words_0029_line0002_word027.png	ae	cgm628
images/words_0029_line0002_word038.png	ist	cgm628
images/words_0029_line0003_word003.png	am got vnd	cgm628
images/words_0029_line0004_word001.png	orkonntelreich	cgm628
images/words_0029_line0004_word002.png	ken das	cgm628
images/words_0029_line0004_word003.png	man	cgm628
images/words_0029_line0004_word005.png	den	cgm628
images/words_0029_line0005_word001.png	nach aufwediger	cgm628
images/words_0029_line0005_word002.png	weib	cgm628
images/words_0029_line0005_word006.png	vorwercken der	cgm628
images/words_0029_line0005_word007.png	der	cgm628
images/words_0029_line0007_word003.png	alt	cgm628
images/words_0029_line0007_word004.png	eb	cgm628
images/words_0029_line0007_word005.png	krenet	cgm628
images/words_0029_line0007_word006.png	als	cgm628
images/words_0029_line0007_word007.png	herczw das	cgm628
images/words_0029_line0008_word001.png	mit der	cgm628
images/words_0029_line0008_word002.png	mutwilliglich hat er	cgm628
images/words_0029_line0008_word003.png	es alles	cgm628
images/words_0029_line0008_word004.png	am gut averlanndert	cgm628
images/words_0029_line0009_word001.png	am	cgm628
images/words_0029_line0009_word002.png	geprauchn	cgm628
images/words_0029_line0009_word003.png	vnd auch von	cgm628
images/words_0029_line0009_word004.png	geschehn	cgm628
images/words_0029_line0009_word005.png	alle	cgm628
images/words_0029_line0009_word006.png	kore	cgm628
images/words_0029_line0009_word007.png	maintz	cgm628
images/words_0029_line0011_word002.png	am	cgm628
images/words_0029_line0011_word009.png	hailt	cgm628
images/words_0029_line0011_word010.png	corpus	cgm628
images/words_0029_line0011_word011.png	milcken	cgm628
images/words_0029_line0012_word003.png	geyfheichs	cgm628
images/words_0029_line0012_word004.png	idyna	cgm628
images/words_0029_line0012_word005.png	vn daz	cgm628
images/words_0029_line0013_word002.png	ia	cgm628
images/words_0029_line0014_word002.png	aufweysung des	cgm628
images/words_0029_line0016_word001.png	kornen	cgm628
images/words_0029_line0016_word002.png	vn darnach vindet	cgm628
images/words_0029_line0016_word003.png	kein	cgm628
images/words_0029_line0016_word004.png	krigsfolk	cgm628
images/words_0029_line0016_word005.png	noch	cgm628
images/words_0029_line0016_word006.png	ore goit sey	cgm628
images/words_0029_line0016_word007.png	der	cgm628
images/words_0029_line0017_word000.png	i	cgm628
images/words_0029_line0017_word001.png	da	cgm628
images/words_0029_line0017_word002.png	ken	cgm628
images/words_0029_line0017_word003.png	alle	cgm628
images/words_0029_line0017_word004.png	me werck	cgm628
images/words_0029_line0017_word005.png	unde	cgm628
images/words_0029_line0017_word006.png	selbers	cgm628
images/words_0029_line0017_word007.png	und meyt	cgm628
images/words_0029_line0017_word008.png	bande	cgm628
images/words_0029_line0017_word009.png	des	cgm628
images/words_0029_line0018_word000.png	i	cgm628
images/words_0029_line0018_word001.png	raist	cgm628
images/words_0029_line0018_word002.png	dorff vo derselb	cgm628
images/words_0029_line0018_word003.png	auch	cgm628
images/words_0029_line0018_word004.png	wer	cgm628
images/words_0029_line0018_word005.png	firesz abelasso	cgm628
images/words_0029_line0018_word006.png	vnd	cgm628
images/words_0029_line0018_word007.png	vnd	cgm628
images/words_0029_line0018_word008.png	i	cgm628
images/words_0029_line0018_word009.png	das	cgm628
images/words_0029_line0019_word000.png	d	cgm628
images/words_0029_line0019_word002.png	i	cgm628
images/words_0029_line0019_word004.png	d	cgm628
images/words_0029_line0020_word000.png	i	cgm628
images/words_0029_line0020_word001.png	liebe	cgm628
images/words_0029_line0020_word002.png	das er es alles	cgm628
images/words_0029_line0020_word003.png	hab getan	cgm628
images/words_0029_line0020_word004.png	wercke vnd	cgm628
images/words_0029_line0020_word005.png	v	cgm628
images/words_0029_line0020_word006.png	alles gethon	cgm628
images/words_0029_line0020_word007.png	i	cgm628
images/words_0029_line0020_word008.png	das	cgm628
images/words_0029_line0021_word000.png	d	cgm628
images/words_0029_line0021_word001.png	i	cgm628
images/words_0029_line0021_word002.png	vn haisst alles	cgm628
images/words_0029_line0021_word003.png	sein	cgm628
images/words_0029_line0021_word004.png	bodes	cgm628
images/words_0029_line0021_word005.png	grv stucke aneroret	cgm628
images/words_0029_line0021_word006.png	kriegsma	cgm628
images/words_0029_line0021_word007.png	vor	cgm628
images/words_0029_line0021_word008.png	die	cgm628
images/words_0029_line0022_word003.png	d	cgm628
images/words_0029_line0022_word004.png	l	cgm628
images/words_0029_line0023_word000.png	d	cgm628
images/words_0029_line0023_word003.png	vnd	cgm628
images/words_0029_line0023_word006.png	f	cgm628
images/words_0029_line0024_word000.png	d	cgm628
images/words_0029_line0024_word001.png	hub der	cgm628
images/words_0029_line0024_word002.png	mogen	cgm628
images/words_0029_line0024_word003.png	weisz	cgm628
images/words_0029_line0024_word004.png	es	cgm628
images/words_0029_line0024_word005.png	vns	cgm628
images/words_0029_line0024_word006.png	ire	cgm628
images/words_0029_line0024_word007.png	alles aw und aw	cgm628
images/words_0029_line0024_word010.png	der	cgm628
images/words_0029_line0025_word000.png	d	cgm628
images/words_0029_line0026_word000.png	d	cgm628
images/words_0029_line0026_word003.png	l	cgm628
images/words_0029_line0026_word004.png	d	cgm628
images/words_0029_line0026_word005.png	des	cgm628
images/words_0029_line0027_word002.png	l	cgm628
images/words_0029_line0027_word004.png	d	cgm628
images/words_0029_line0027_word005.png	dy	cgm628
images/words_0029_line0028_word001.png	i	cgm628
images/words_0029_line0028_word002.png	er	cgm628
images/words_0029_line0028_word003.png	er	cgm628
images/words_0029_line0028_word004.png	versincken	cgm628
images/words_0029_line0028_word005.png	vnd	cgm628
images/words_0029_line0028_word006.png	vel	cgm628
images/words_0029_line0028_word008.png	vnd	cgm628
images/words_0029_line0028_word009.png	wirt	cgm628
images/words_0029_line0028_word010.png	gotes	cgm628
images/words_0029_line0028_word011.png	mo	cgm628
images/words_0029_line0028_word012.png	of	cgm628
images/words_0029_line0028_word014.png	der	cgm628
images/words_0029_line0028_word016.png	i	cgm628
images/words_0029_line0029_word000.png	d	cgm628
images/words_0029_line0029_word001.png	i	cgm628
images/words_0029_line0029_word004.png	mit	cgm628
images/words_0029_line0030_word000.png	d	cgm628
images/words_0029_line0030_word001.png	l	cgm628
